Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AngeMotorState,Photoeye,VisionXOutput,gyro180,RollerArmDesired,RollerArmActual,ShooterArmDesired,ShooterArmActual, DefenseDetectorController,DefenseDetectorRaw,Shooter10Amps,Shooter11Amps,IsStalled
08:39:22.206 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4077.246094,-4047.509766,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,0.803150,-0.803150,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4952.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:22.306 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3907.324219,-3926.367187,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:22.407 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3774.755859,-3843.750000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,100.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:22.508 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3922.998047,-3947.900391,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:22.607 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4085.156250,-4036.230469,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,100.000000,1,0,0.275591,0.275591,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:22.708 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4107.861328,-4091.015625,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,0.519685,0.519685,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:22.808 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4037.548828,-4029.345703,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,0.574803,0.574803,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:22.908 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3903.076172,-3914.062500,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,100.000000,1,0,0.448819,0.448819,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.009 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3876.416016,-3888.427734,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.110 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3941.748047,-3959.326172,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.210 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4054.101562,-4065.673828,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,100.000000,1,0,0.346457,-0.346457,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.310 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4081.933594,-4097.167969,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,0.433071,-0.433071,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.410 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3993.457031,-4020.849609,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.510 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3978.369141,-3978.515625,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.610 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4042.236328,-4014.404297,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.711 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4078.417969,-4050.585937,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.212598,-0.212598,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.811 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4063.769531,-4070.654297,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.291339,-0.291339,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:23.911 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4010.449219,-4027.001953,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.291339,-0.291339,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.012 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3967.822266,-3982.177734,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,100.000000,1,0,-0.291339,-0.291339,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.112 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3961.083984,-3973.388672,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.299213,-0.299213,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.212 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3974.414062,-3981.152344,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.299213,-0.299213,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.313 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3989.941406,-3990.380859,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.299213,-0.299213,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.413 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3997.412109,-4001.806641,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.299213,-0.299213,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.514 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4000.195312,-4012.500000,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.299213,-0.299213,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4951.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.615 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3999.609375,-4015.576172,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.299213,-0.299213,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.717 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4001.513672,-4017.480469,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.818 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4010.449219,-4026.416016,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:24.919 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4027.001953,-4034.619141,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,0.220472,-0.220472,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.020 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4029.345703,-4023.486328,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,0.291339,-0.291339,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.121 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3984.667969,-4023.486328,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.222 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3969.580078,-3991.845703,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,103.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.322 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3969.580078,-3962.402344,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,103.000000,1,0,0.433071,-0.433071,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.422 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4012.939453,-3980.126953,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.523 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3975.000000,-3965.185547,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.623 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3938.085937,-3938.232422,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.275591,-0.275591,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.726 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4005.615234,-3991.845703,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.519685,-0.519685,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.826 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,4022.753906,-4020.410156,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,102.000000,1,0,-0.511811,-0.511811,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:25.926 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3946.142578,-3951.269531,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,103.000000,1,0,-0.385827,-0.385827,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
08:39:26.027 PM 03/02/2016,Teleop Enabled,23,TRUE,-44087,NetComm_CAN_Receive.vi:5470026<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470026      WPI_CAN_PDPReceive.vi      WPI_Power Get PDP Currents.vi      Periodic Tasks.vi      Robot Main.vi,3881.396484,-3900.585937,4000.000000,4000.000000,Speed,Speed,-0.200000,-0.530000,2.130000,3.000000,101.000000,1,0,-0.330709,-0.330709,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001000,-0.001000,0.020000,FlatInitial,Hold,0,0.000000,-0.200000,3.000000,4950.000000,117964.800000,-118041.000000,0,0,0.000000,0.000000,0
